"Source"	"Target"
"RARB"	"Cysteine"
"RARB"	"Alanine"
"RARB"	"Serine"
"RARB"	"Aspartic Acid"
"RARB"	"DL-Alanine"
"RARB"	"Levodopa"
"RARB"	"Tyrosine"
"RARB"	"Leucine"
"RARB"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"RARB"	"Methionine"
"RARB"	"Phenylalanine"
"RARB"	"D-Lactic acid"
"RARB"	"L-ornithine"
"RARB"	"Asparagine"
"RARB"	"Histidine"
"RARB"	"Valine"
"RARB"	"Threonine"
"RARB"	"l-Isoleucine"
"RARB"	"Arctigenin"
"RARB"	"2,3-Butanedione"
"RARB"	"N-Acetyl-L-aspartic acid"
"RARB"	"Quinic acid"
"RARB"	"Secoisolariciresinol"
"RARB"	"Isobutyric acid"
"RARB"	"Pantothenic Acid"
"RARB"	"Taurocholic acid"
"RARB"	"4-Pyridoxic acid"
"RARB"	"Cystine"
"RARB"	"Dopamine"
"RARB"	"2-(4-Hydroxyphenyl)propionic acid, (2S)-"
"RARB"	"Glycine"
"RARB"	"Glycerin"
"RARB"	"Hydroquinone"
"RARB"	"2-Acetoxypropanoic acid"
"RARB"	"Leucylproline"
"RARB"	"DL-Norvaline"
"RARB"	"2-Methylbutanoic acid"
"RARB"	"3-Hydroxyphenethyl alcohol"
"RARB"	"L-Leucic acid"
"RARB"	"D-Methionine"
"RARB"	"Pipecolic acid"
"RARB"	"DL-Tartaric acid"
"RARB"	"O-Desmethylangolensin"
"RARB"	"3-(3-Hydroxyphenyl)propanoic acid"
"RARB"	"Lactate"
"RARB"	"Equol"
"RARB"	"Melezitose"
"RARB"	"Indole-3-lactic acid"
"RARB"	"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one"
"RARB"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"RARB"	"D-Glucuronic Acid"
"RARB"	"(R)-3-(4-Hydroxyphenyl)lactate"
"RARB"	"3-(2,4-Dihydroxyphenyl)propanoic acid"
"RARB"	"Oxalacetic acid"
"RARB"	"Citrulline"
"RARB"	"5-OH-Equol"
"RARB"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"RARB"	"Dihydrogenistein"
"RARB"	"Ethyl phenyllactate, (-)-"
"RARB"	"Protopanaxadiol"
"RARB"	"Phenylacetic Acid"
"RARB"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"RARB"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"RARB"	"(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"RARB"	"(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"RARB"	"(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"RARB"	"(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"RARB"	"(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"RARB"	"(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"EP300"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"EP300"	"Arctigenin"
"EP300"	"1-O-Caffeoylglycerol"
"EP300"	"Secoisolariciresinol"
"EP300"	"3,4-Dihydroxy-trans-stilbene"
"EP300"	"3-Hydroxy-4-methoxybenzenepropanoic acid"
"EP300"	"Caffeic Acid"
"EP300"	"Indoxyl sulfate"
"EP300"	"Icaritin"
"EP300"	"3-Hydroxybenzoic acid"
"EP300"	"Dihydroglycitein"
"EP300"	"Chenodiol"
"EP300"	"Glycocholic acid"
"EP300"	"Cohibin B"
"EP300"	"1,6-di-O-phosphono-beta-D-fructofuranose"
"EP300"	"Propylene Glycol"
"EP300"	"10-Oxo-11-octadecenoic acid"
"EP300"	"11-Methoxycurvularin"
"EP300"	"3-(4-Hydroxyphenyl)propionic acid"
"EP300"	"Isovaleric acid"
"EP300"	"Loganetin"
"EP300"	"Propionate"
"EP300"	"Butyrate"
"EP300"	"5-(3-hydroxyphenyl)pentanoic Acid"
"EP300"	"3-Phenylpropionic acid"
"EP300"	"Pyruvate"
"EP300"	"Myristic Acid"
"EP300"	"(20S)-Protopanaxadiol"
"EP300"	"Thymine"
"EP300"	"Trimethylamine oxide"
"EP300"	"Valerate"
"EP300"	"Tryptamine"
"EP300"	"Enterodiol"
"EP300"	"Ginsenoside Rd"
"EP300"	"Xanthine"
"EP300"	"Gamma-Aminobutyric Acid"
"EP300"	"Ginsenoside Rh2"
"EP300"	"N-acetylputrescine"
"EP300"	"Glycoursodeoxycholic acid"
"EP300"	"5-hydroxy-1H-imidazole-4-carboxamide"
"EP300"	"Glutathione"
"EP300"	"Glycochenodeoxycholic acid"
"EP300"	"4-Methylpentanoic acid"
"EP300"	"L-homoserine"
"EP300"	"4-Hydroxyphenylacetic acid"
"EP300"	"Hydroxyquercitrin"
"EP300"	"4-[(Z)-15,16-dihydroxydotriacont-19-enyl]-2-methyl-2H-uran-5-one"
"EP300"	"4-Hydroxybenzoic acid"
"EP300"	"D-Xylose"
"EP300"	"2'-Deoxyguanosine"
"EP300"	"2'-Deoxyinosine"
"EP300"	"Hypoxanthine"
"EP300"	"Folic Acid"
"EP300"	"7-Aminoheptanoic acid"
"EP300"	"1,3-Diphenylpropan-2-ol"
"EP300"	"Colibactin"
"EP300"	"Aglycone"
"EP300"	"Proline"
"EP300"	"Hesperetin dihydrochalcone"
"EP300"	"Tricarballylic acid"
"EP300"	"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
"EP300"	"(R)-(+)-Lactamide"
"EP300"	"p-Cresol glucuronide"
"EP300"	"n,n,n-Trimethyllysine"
"EP300"	"Succinate"
"EP300"	"3-Hydroxy-2-methylbutanoic acid"
"EP300"	"Allocholic acid"
"EP300"	"Platycodin D"
"EP300"	"Dihydrodaidzein"
"EP300"	"Acetoin"
"EP300"	"Lunularin"
"EP300"	"5-Hydroxyindole-3-acetic acid"
"EP300"	"Dihydroresveratrol"
"EP300"	"5-Methoxyindole-3-acetic acid"
"EP300"	"2-hydroxy-3-(5-hydroxy-1H-indol-3-yl)propanoic acid"
"EP300"	"Agmatine"
"EP300"	"6'-Hydroxy-O-desmethylangolensin"
"EP300"	"3-(3',4'-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"EP300"	"Deoxycholic Acid"
"EP300"	"2-Methylbutyrate"
"EP300"	"Benzoate"
"EP300"	"10-keto-12Z-octadecenoic acid"
"EP300"	"Ponciretin"
"EP300"	"2,3-Butanediol"
"EP300"	"Taurodeoxycholic acid"
"EP300"	"Capric Acid"
"EP300"	"Citric Acid"
"EP300"	"Ursodiol"
"EP300"	"Coumarin"
"EP300"	"3-(1H-indol-3-yl)propanoate"
"EP300"	"Glutamic Acid"
"EP300"	"Lariciresinol"
"EP300"	"Dihydrocaffeic acid"
"EP300"	"Isovalerate"
"EP300"	"Phloroglucinol"
"EP300"	"3-Indolepropionic acid"
"EP300"	"Acetyl phosphate(2-)"
"EP300"	"DL-Aspartic acid"
"EP300"	"N-acetylornithine"
"EP300"	"3-(3,4-Dihydroxyphenyl)-2-hydroxypropanoic acid"
"EP300"	"Bile acid"
"EP300"	"beta-D-fructofuranose"
"EP300"	"Taurolithocholic acid"
"EP300"	"Hexanoate"
"EP300"	"Lacto-N-tetraose"
"EP300"	"Genipin"
"EP300"	"2,4-Dioxopentanedioic acid"
"EP300"	"Arachidonic Acid"
"EP300"	"6-[(4R,5S)-5-methyl-2-oxoimidazolidin-4-yl]hexanoic acid"
"EP300"	"Doconexent"
"EP300"	"Palmitoleic Acid"
"EP300"	"Oleic Acid"
"EP300"	"5-(3,4-Dihydroxyphenyl)-valerolactone"
"EP300"	"p-Cresol sulfate"
"EP300"	"Palmitoylethanolamide"
"EP300"	"Phloretin"
"EP300"	"8-Prenylnaringenin"
"EP300"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"EP300"	"2,3-Bis(3,4-dihydroxybenzyl)butyrolactone"
"EP300"	"N,O-Bis-(trimethylsilyl)phenylalanine"
"EP300"	"Quercetin"
"EP300"	"Acacetin"
"EP300"	"Apigenin"
"EP300"	"Luteolin"
"EP300"	"Linoleic Acid"
"EP300"	"Quercitrin"
"EP300"	"Isoquercetin"
"EP300"	"Kaempferol"
"EP300"	"Naringenin chalcone"
"EP300"	"Genistein"
"EP300"	"Chrysin"
"EP300"	"Diosmetin"
"EP300"	"Norathyriol"
"EP300"	"Myricetin"
"EP300"	"Daidzein"
"EP300"	"Quercimeritrin"
"EP300"	"Gondoic Acid"
"EP300"	"6,7,4'-Trihydroxyisoflavone"
"EP300"	"5-(3,4-Dihydroxyphenyl)-4-hydroxypentanoic acid"
"EP300"	"Glycitein"
"EP300"	"20(R)-Ginsenoside Rh2"
"EP300"	"Sedoheptulose"
"EP300"	"L-lactate"
"EP300"	"Ascorbic Acid"
"EP300"	"3,4-Dihydroxyphenylacetic acid"
"EP300"	"Baohuoside I"
"EP300"	"Tyramine"
"EP300"	"1-18:1-lysoPE"
"EP300"	"Creatine"
"EP300"	"Cysteine"
"EP300"	"Alanine"
"EP300"	"Serine"
"EP300"	"Aspartic Acid"
"EP300"	"DL-Alanine"
"EP300"	"Levodopa"
"EP300"	"Tyrosine"
"EP300"	"Leucine"
"EP300"	"Methionine"
"EP300"	"Phenylalanine"
"EP300"	"D-Lactic acid"
"EP300"	"L-ornithine"
"EP300"	"Asparagine"
"EP300"	"Histidine"
"EP300"	"Valine"
"EP300"	"Threonine"
"EP300"	"l-Isoleucine"
"EP300"	"2,3-Butanedione"
"EP300"	"N-Acetyl-L-aspartic acid"
"EP300"	"Quinic acid"
"EP300"	"Isobutyric acid"
"EP300"	"Pantothenic Acid"
"EP300"	"Taurocholic acid"
"EP300"	"4-Pyridoxic acid"
"EP300"	"Cystine"
"EP300"	"Dopamine"
"EP300"	"2-(4-Hydroxyphenyl)propionic acid, (2S)-"
"EP300"	"3,4-Dihydroxybenzoic acid"
"EP300"	"Glycine"
"EP300"	"Glycerin"
"EP300"	"Hydroquinone"
"EP300"	"2-Acetoxypropanoic acid"
"EP300"	"Valeric acid"
"EP300"	"Leucylproline"
"EP300"	"DL-Norvaline"
"EP300"	"2-Methylbutanoic acid"
"EP300"	"3-Hydroxyphenethyl alcohol"
"EP300"	"L-Leucic acid"
"EP300"	"D-Methionine"
"EP300"	"Pipecolic acid"
"EP300"	"DL-Tartaric acid"
"EP300"	"Caproic Acid"
"EP300"	"O-Desmethylangolensin"
"EP300"	"3-(3-Hydroxyphenyl)propanoic acid"
"EP300"	"Lactate"
"EP300"	"Equol"
"EP300"	"Melezitose"
"EP300"	"Indole-3-lactic acid"
"EP300"	"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one"
"EP300"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"EP300"	"Isoallolithocholic acid"
"EP300"	"D-Glucuronic Acid"
"EP300"	"(R)-3-(4-Hydroxyphenyl)lactate"
"EP300"	"3-(2,4-Dihydroxyphenyl)propanoic acid"
"EP300"	"Oxalacetic acid"
"EP300"	"Citrulline"
"EP300"	"5-OH-Equol"
"EP300"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"EP300"	"Dihydrogenistein"
"EP300"	"Palmitic Acid"
"EP300"	"Ethyl phenyllactate, (-)-"
"EP300"	"Lithocholic acid"
"EP300"	"Protopanaxadiol"
"EP300"	"Phenylacetic Acid"
"EP300"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"EP300"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"EP300"	"(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"EP300"	"(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"EP300"	"(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"EP300"	"(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"EP300"	"(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"EP300"	"(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"PDE4B"	"Arctigenin"
"PDE4B"	"Phenylacetic Acid"
"PDE4B"	"4-Hydroxyphenylacetic acid"
"PDE4B"	"Dihydroglycitein"
"PDE4B"	"Indoxyl sulfate"
"PDE4B"	"10-Oxo-11-octadecenoic acid"
"PDE4B"	"11-Methoxycurvularin"
"PDE4B"	"Myristic Acid"
"PDE4B"	"(20S)-Protopanaxadiol"
"PDE4B"	"Hypoxanthine"
"PDE4B"	"Folic Acid"
"PDE4B"	"Aglycone"
"PDE4B"	"Taurodeoxycholic acid"
"PDE4B"	"1-(3-Chloro-2,6-dihydroxy-4-methoxyphenyl)-1-hexanone"
"PDE4B"	"Taurolithocholic acid"
"PDE4B"	"Arachidonic Acid"
"PDE4B"	"Doconexent"
"PDE4B"	"Oleic Acid"
"PDE4B"	"1-Piperazinepentanamide, N-((1S,2R)-2,3-dihydro-2-hydroxy-1H-inden-1-yl)-2-(((1,1-dimethylethyl)amino)carbonyl)-4-(furo(2,3-b)pyridin-5-ylmethyl)-gamma-hydroxy-alpha-(phenylmethyl)-, (alphaR,gammaS,2S)-"
"PDE4B"	"Taurocholic acid"
"PDE4B"	"Protopanaxadiol"
"PDE4B"	"Diosgenin"
"PDE4B"	"Chenodiol"
"PDE4B"	"Glycocholic acid"
"PDE4B"	"3,4-Dihydroxy-trans-stilbene"
"PDE4B"	"Cohibin B"
"PDE4B"	"1,6-di-O-phosphono-beta-D-fructofuranose"
"PDE4B"	"Propylene Glycol"
"PDE4B"	"3-(4-Hydroxyphenyl)propionic acid"
"PDE4B"	"Isovaleric acid"
"PDE4B"	"Loganetin"
"PDE4B"	"Propionate"
"PDE4B"	"Butyrate"
"PDE4B"	"5-(3-hydroxyphenyl)pentanoic Acid"
"PDE4B"	"3-Phenylpropionic acid"
"PDE4B"	"Pyruvate"
"PDE4B"	"Thymine"
"PDE4B"	"Trimethylamine oxide"
"PDE4B"	"Valerate"
"PDE4B"	"Tryptamine"
"PDE4B"	"Enterodiol"
"PDE4B"	"Ginsenoside Rd"
"PDE4B"	"Xanthine"
"PDE4B"	"Gamma-Aminobutyric Acid"
"PDE4B"	"Ginsenoside Rh2"
"PDE4B"	"N-acetylputrescine"
"PDE4B"	"Glycoursodeoxycholic acid"
"PDE4B"	"5-hydroxy-1H-imidazole-4-carboxamide"
"PDE4B"	"Glutathione"
"PDE4B"	"Glycochenodeoxycholic acid"
"PDE4B"	"4-Methylpentanoic acid"
"PDE4B"	"L-homoserine"
"PDE4B"	"Hydroxyquercitrin"
"PDE4B"	"4-[(Z)-15,16-dihydroxydotriacont-19-enyl]-2-methyl-2H-uran-5-one"
"PDE4B"	"4-Hydroxybenzoic acid"
"PDE4B"	"D-Xylose"
"PDE4B"	"2'-Deoxyguanosine"
"PDE4B"	"2'-Deoxyinosine"
"PDE4B"	"7-Aminoheptanoic acid"
"PDE4B"	"1,3-Diphenylpropan-2-ol"
"PDE4B"	"Colibactin"
"PDE4B"	"Proline"
"PDE4B"	"Hesperetin dihydrochalcone"
"PDE4B"	"Tricarballylic acid"
"PDE4B"	"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
"PDE4B"	"(R)-(+)-Lactamide"
"PDE4B"	"p-Cresol glucuronide"
"PDE4B"	"n,n,n-Trimethyllysine"
"PDE4B"	"Succinate"
"PDE4B"	"3-Hydroxy-2-methylbutanoic acid"
"PDE4B"	"Allocholic acid"
"PDE4B"	"Platycodin D"
"PDE4B"	"Dihydrodaidzein"
"PDE4B"	"Acetoin"
"PDE4B"	"Lunularin"
"PDE4B"	"5-Hydroxyindole-3-acetic acid"
"PDE4B"	"Dihydroresveratrol"
"PDE4B"	"5-Methoxyindole-3-acetic acid"
"PDE4B"	"2-hydroxy-3-(5-hydroxy-1H-indol-3-yl)propanoic acid"
"PDE4B"	"Agmatine"
"PDE4B"	"6'-Hydroxy-O-desmethylangolensin"
"PDE4B"	"3-(3',4'-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"PDE4B"	"Deoxycholic Acid"
"PDE4B"	"2-Methylbutyrate"
"PDE4B"	"Benzoate"
"PDE4B"	"10-keto-12Z-octadecenoic acid"
"PDE4B"	"Ponciretin"
"PDE4B"	"2,3-Butanediol"
"PDE4B"	"3-Hydroxy-4-methoxybenzenepropanoic acid"
"PDE4B"	"Capric Acid"
"PDE4B"	"Citric Acid"
"PDE4B"	"Ursodiol"
"PDE4B"	"Coumarin"
"PDE4B"	"3-(1H-indol-3-yl)propanoate"
"PDE4B"	"Glutamic Acid"
"PDE4B"	"Lariciresinol"
"PDE4B"	"Dihydrocaffeic acid"
"PDE4B"	"Isovalerate"
"PDE4B"	"Phloroglucinol"
"PDE4B"	"3-Indolepropionic acid"
"PDE4B"	"Acetyl phosphate(2-)"
"PDE4B"	"DL-Aspartic acid"
"PDE4B"	"N-acetylornithine"
"PDE4B"	"3-(3,4-Dihydroxyphenyl)-2-hydroxypropanoic acid"
"PDE4B"	"Bile acid"
"PDE4B"	"beta-D-fructofuranose"
"PDE4B"	"Hexanoate"
"PDE4B"	"Lacto-N-tetraose"
"PDE4B"	"Genipin"
"PDE4B"	"2,4-Dioxopentanedioic acid"
"PDE4B"	"6-[(4R,5S)-5-methyl-2-oxoimidazolidin-4-yl]hexanoic acid"
"PDE4B"	"Palmitoleic Acid"
"PDE4B"	"5-(3,4-Dihydroxyphenyl)-valerolactone"
"PDE4B"	"p-Cresol sulfate"
"PDE4B"	"Palmitoylethanolamide"
"PDE4B"	"Phloretin"
"PDE4B"	"8-Prenylnaringenin"
"PDE4B"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"PDE4B"	"2,3-Bis(3,4-dihydroxybenzyl)butyrolactone"
"PDE4B"	"N,O-Bis-(trimethylsilyl)phenylalanine"
"PDE4B"	"Quercetin"
"PDE4B"	"Acacetin"
"PDE4B"	"Apigenin"
"PDE4B"	"Luteolin"
"PDE4B"	"Linoleic Acid"
"PDE4B"	"Quercitrin"
"PDE4B"	"Isoquercetin"
"PDE4B"	"Kaempferol"
"PDE4B"	"Naringenin chalcone"
"PDE4B"	"Genistein"
"PDE4B"	"Chrysin"
"PDE4B"	"Diosmetin"
"PDE4B"	"Norathyriol"
"PDE4B"	"Myricetin"
"PDE4B"	"Daidzein"
"PDE4B"	"Quercimeritrin"
"PDE4B"	"Gondoic Acid"
"PDE4B"	"6,7,4'-Trihydroxyisoflavone"
"PDE4B"	"5-(3,4-Dihydroxyphenyl)-4-hydroxypentanoic acid"
"PDE4B"	"1-O-Caffeoylglycerol"
"PDE4B"	"Glycitein"
"PDE4B"	"Icaritin"
"PDE4B"	"20(R)-Ginsenoside Rh2"
"PDE4B"	"Sedoheptulose"
"PDE4B"	"L-lactate"
"PDE4B"	"Ascorbic Acid"
"PDE4B"	"3,4-Dihydroxyphenylacetic acid"
"PDE4B"	"Baohuoside I"
"PDE4B"	"Tyramine"
"PDE4B"	"1-18:1-lysoPE"
"PDE4B"	"Creatine"
"PDE4B"	"Cysteine"
"PDE4B"	"Alanine"
"PDE4B"	"Serine"
"PDE4B"	"Aspartic Acid"
"PDE4B"	"DL-Alanine"
"PDE4B"	"Levodopa"
"PDE4B"	"Tyrosine"
"PDE4B"	"Leucine"
"PDE4B"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"PDE4B"	"Methionine"
"PDE4B"	"Phenylalanine"
"PDE4B"	"D-Lactic acid"
"PDE4B"	"L-ornithine"
"PDE4B"	"Asparagine"
"PDE4B"	"Histidine"
"PDE4B"	"Valine"
"PDE4B"	"Threonine"
"PDE4B"	"l-Isoleucine"
"PDE4B"	"2,3-Butanedione"
"PDE4B"	"N-Acetyl-L-aspartic acid"
"PDE4B"	"Quinic acid"
"PDE4B"	"Secoisolariciresinol"
"PDE4B"	"Isobutyric acid"
"PDE4B"	"Pantothenic Acid"
"PDE4B"	"4-Pyridoxic acid"
"PDE4B"	"Cystine"
"PDE4B"	"Dopamine"
"PDE4B"	"Caffeic Acid"
"PDE4B"	"2-(4-Hydroxyphenyl)propionic acid, (2S)-"
"PDE4B"	"3,4-Dihydroxybenzoic acid"
"PDE4B"	"3-Hydroxybenzoic acid"
"PDE4B"	"Glycine"
"PDE4B"	"Glycerin"
"PDE4B"	"Hydroquinone"
"PDE4B"	"2-Acetoxypropanoic acid"
"PDE4B"	"Valeric acid"
"PDE4B"	"Leucylproline"
"PDE4B"	"DL-Norvaline"
"PDE4B"	"2-Methylbutanoic acid"
"PDE4B"	"3-Hydroxyphenethyl alcohol"
"PDE4B"	"L-Leucic acid"
"PDE4B"	"D-Methionine"
"PDE4B"	"Pipecolic acid"
"PDE4B"	"DL-Tartaric acid"
"PDE4B"	"Caproic Acid"
"PDE4B"	"O-Desmethylangolensin"
"PDE4B"	"3-(3-Hydroxyphenyl)propanoic acid"
"PDE4B"	"Lactate"
"PDE4B"	"Equol"
"PDE4B"	"Melezitose"
"PDE4B"	"Indole-3-lactic acid"
"PDE4B"	"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one"
