"Source"	"Target"
"MDD"	"Calcium signaling pathway"
"MDD"	"cGMP-PKG signaling pathway"
"MDD"	"FoxO signaling pathway"
"MDD"	"Neuroactive ligand-receptor interaction"
"MDD"	"Melanogenesis"
"MDD"	"Developmental Biology"
"MDD"	"Cytokine Signaling in Immune system"
"MDD"	"Signal Transduction"
"MDD"	"Disease"
"MDD"	"Immune System"
"MDD"	"Signaling by GPCR"
"MDD"	"Class A/1 (Rhodopsin-like receptors)"
"MDD"	"Peptide ligand-binding receptors"
"MDD"	"G alpha (q) signalling events"
"MDD"	"Signaling by Interleukins"
"MDD"	"GPCR ligand binding"
"MDD"	"Infectious disease"
"Oscillibacter"	"MDD"
"Lachnospiraceae"	"MDD"
"Alistipes"	"MDD"
"Faecalibacterium"	"MDD"
"Parabacteroides"	"MDD"
"Roseburia"	"MDD"
"Prevotella"	"MDD"
"Blautia"	"MDD"
"Phascolarctobacterium"	"MDD"
"Bacteroides"	"MDD"
"Ruminococcus"	"MDD"
"Parasutterella"	"MDD"
"Bifidobacterium"	"MDD"
"Coprococcus"	"MDD"
"Clostridium"	"MDD"
"Sutterella"	"MDD"
"Eggerthella"	"MDD"
"Eubacterium"	"MDD"
"Alistipes"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Alistipes"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Alistipes"	"Isoallolithocholic acid"
"Alistipes"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"Bacteroides"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Bacteroides"	"5-Methoxyindole-3-acetic acid"
"Bacteroides"	"Indole-3-lactic acid"
"Bacteroides"	"Isoallolithocholic acid"
"Bacteroides"	"Palmitoylethanolamide"
"Bacteroides"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Bacteroides"	"Aglycone"
"Bacteroides"	"20(R)-Ginsenoside Rh2"
"Bacteroides"	"Ginsenoside Rh2"
"Bifidobacterium"	"3-(3-Hydroxyphenyl)propanoic acid"
"Bifidobacterium"	"Allocholic acid"
"Bifidobacterium"	"Dihydrocaffeic acid"
"Bifidobacterium"	"Leucylproline"
"Bifidobacterium"	"n,n,n-Trimethyllysine"
"Bifidobacterium"	"Ponciretin"
"Bifidobacterium"	"Ginsenoside Rd"
"Bifidobacterium"	"Aglycone"
"Blautia"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Blautia"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Clostridium"	"3-Indolepropionic acid"
"Clostridium"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Clostridium"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"Clostridium"	"3-(4-Hydroxyphenyl)propionic acid"
"Clostridium"	"3-Phenylpropionic acid"
"Clostridium"	"Dihydrocaffeic acid"
"Clostridium"	"Indole-3-lactic acid"
"Coprococcus"	"3-Indolepropionic acid"
"Coprococcus"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Coprococcus"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Eggerthella"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Eubacterium"	"3-Indolepropionic acid"
"Eubacterium"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Eubacterium"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Eubacterium"	"Lithocholic acid"
"Eubacterium"	"Dihydroglycitein"
"Eubacterium"	"3-(4-Hydroxyphenyl)propionic acid"
"Eubacterium"	"3-Hydroxy-4-methoxybenzenepropanoic acid"
"Eubacterium"	"Dihydrocaffeic acid"
"Eubacterium"	"Ginsenoside Rh2"
"Faecalibacterium"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Faecalibacterium"	"3-Indolepropionic acid"
"Faecalibacterium"	"Bile acid"
"Faecalibacterium"	"Dihydrocaffeic acid"
"Faecalibacterium"	"Palmitic Acid"
"Lachnospiraceae"	"3-Indolepropionic acid"
"Oscillibacter"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Oscillibacter"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Parabacteroides"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Parabacteroides"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Parabacteroides"	"5-Methoxyindole-3-acetic acid"
"Parabacteroides"	"Indole-3-lactic acid"
"Parabacteroides"	"Isoallolithocholic acid"
"Parabacteroides"	"Myristic Acid"
"Parabacteroides"	"Palmitic Acid"
"Parabacteroides"	"Palmitoylethanolamide"
"Parabacteroides"	"Bile acid"
"Parasutterella"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Parasutterella"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Phascolarctobacterium"	"4-Methylpentanoic acid"
"Phascolarctobacterium"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Phascolarctobacterium"	"Phenylalanine"
"Prevotella"	"Doconexent"
"Roseburia"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Roseburia"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Ruminococcus"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Ruminococcus"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Ruminococcus"	"Deoxycholic Acid"
"Ruminococcus"	"Ursodiol"
"Sutterella"	"4-Methylpentanoic acid"
