"Source"	"Target"
"FGFR3"	"3-Hydroxy-2-methylbutanoic acid"
"FGFR3"	"Allocholic acid"
"FGFR3"	"Platycodin D"
"FGFR3"	"Dihydrodaidzein"
"FGFR3"	"Acetoin"
"FGFR3"	"Lunularin"
"FGFR3"	"5-Hydroxyindole-3-acetic acid"
"FGFR3"	"Dihydroresveratrol"
"FGFR3"	"5-Methoxyindole-3-acetic acid"
"FGFR3"	"2-hydroxy-3-(5-hydroxy-1H-indol-3-yl)propanoic acid"
"FGFR3"	"Agmatine"
"FGFR3"	"6'-Hydroxy-O-desmethylangolensin"
"FGFR3"	"3-(3',4'-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"FGFR3"	"Deoxycholic Acid"
"FGFR3"	"2-Methylbutyrate"
"FGFR3"	"Benzoate"
"FGFR3"	"10-keto-12Z-octadecenoic acid"
"FGFR3"	"Ponciretin"
"FGFR3"	"2,3-Butanediol"
"FGFR3"	"Taurodeoxycholic acid"
"FGFR3"	"3-Hydroxy-4-methoxybenzenepropanoic acid"
"FGFR3"	"Capric Acid"
"FGFR3"	"Citric Acid"
"FGFR3"	"Ursodiol"
"FGFR3"	"Coumarin"
"FGFR3"	"3-(1H-indol-3-yl)propanoate"
"FGFR3"	"Glutamic Acid"
"FGFR3"	"Lariciresinol"
"FGFR3"	"Dihydrocaffeic acid"
"FGFR3"	"Isovalerate"
"FGFR3"	"Phloroglucinol"
"FGFR3"	"3-Indolepropionic acid"
"FGFR3"	"Acetyl phosphate(2-)"
"FGFR3"	"DL-Aspartic acid"
"FGFR3"	"N-acetylornithine"
"FGFR3"	"3-(3,4-Dihydroxyphenyl)-2-hydroxypropanoic acid"
"FGFR3"	"Bile acid"
"FGFR3"	"beta-D-fructofuranose"
"FGFR3"	"Taurolithocholic acid"
"FGFR3"	"Hexanoate"
"FGFR3"	"Lacto-N-tetraose"
"FGFR3"	"Genipin"
"FGFR3"	"2,4-Dioxopentanedioic acid"
"FGFR3"	"Arachidonic Acid"
"FGFR3"	"6-[(4R,5S)-5-methyl-2-oxoimidazolidin-4-yl]hexanoic acid"
"FGFR3"	"Doconexent"
"FGFR3"	"Palmitoleic Acid"
"FGFR3"	"Oleic Acid"
"FGFR3"	"5-(3,4-Dihydroxyphenyl)-valerolactone"
"FGFR3"	"p-Cresol sulfate"
"FGFR3"	"Palmitoylethanolamide"
"FGFR3"	"Phloretin"
"FGFR3"	"8-Prenylnaringenin"
"FGFR3"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"FGFR3"	"2,3-Bis(3,4-dihydroxybenzyl)butyrolactone"
"FGFR3"	"N,O-Bis-(trimethylsilyl)phenylalanine"
"FGFR3"	"Quercetin"
"FGFR3"	"Acacetin"
"FGFR3"	"Apigenin"
"FGFR3"	"Luteolin"
"FGFR3"	"Linoleic Acid"
"FGFR3"	"Quercitrin"
"FGFR3"	"Isoquercetin"
"FGFR3"	"Kaempferol"
"FGFR3"	"Naringenin chalcone"
"FGFR3"	"Genistein"
"FGFR3"	"Chrysin"
"FGFR3"	"Diosmetin"
"FGFR3"	"Norathyriol"
"FGFR3"	"Myricetin"
"FGFR3"	"Daidzein"
"FGFR3"	"Quercimeritrin"
"FGFR3"	"Gondoic Acid"
"FGFR3"	"6,7,4'-Trihydroxyisoflavone"
"FGFR3"	"5-(3,4-Dihydroxyphenyl)-4-hydroxypentanoic acid"
"FGFR3"	"1-O-Caffeoylglycerol"
"FGFR3"	"Glycitein"
"FGFR3"	"Icaritin"
"FGFR3"	"20(R)-Ginsenoside Rh2"
"FGFR3"	"Sedoheptulose"
"FGFR3"	"L-lactate"
"FGFR3"	"Ascorbic Acid"
"FGFR3"	"3,4-Dihydroxyphenylacetic acid"
"FGFR3"	"Baohuoside I"
"FGFR3"	"Tyramine"
"FGFR3"	"1-18:1-lysoPE"
"FGFR3"	"Creatine"
"FGFR3"	"Cysteine"
"FGFR3"	"Alanine"
"FGFR3"	"Serine"
"FGFR3"	"Aspartic Acid"
"FGFR3"	"DL-Alanine"
"FGFR3"	"Levodopa"
"FGFR3"	"Tyrosine"
"FGFR3"	"Leucine"
"FGFR3"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"FGFR3"	"Methionine"
"FGFR3"	"Phenylalanine"
"FGFR3"	"D-Lactic acid"
"FGFR3"	"L-ornithine"
"FGFR3"	"Asparagine"
"FGFR3"	"Histidine"
"FGFR3"	"Valine"
"FGFR3"	"Threonine"
"FGFR3"	"l-Isoleucine"
"FGFR3"	"Arctigenin"
"FGFR3"	"2,3-Butanedione"
"FGFR3"	"N-Acetyl-L-aspartic acid"
"FGFR3"	"Quinic acid"
"FGFR3"	"Secoisolariciresinol"
"FGFR3"	"Isobutyric acid"
"FGFR3"	"Pantothenic Acid"
"FGFR3"	"Taurocholic acid"
"FGFR3"	"4-Pyridoxic acid"
"FGFR3"	"Cystine"
"FGFR3"	"Dopamine"
"FGFR3"	"Caffeic Acid"
"FGFR3"	"2-(4-Hydroxyphenyl)propionic acid, (2S)-"
"FGFR3"	"3,4-Dihydroxybenzoic acid"
"FGFR3"	"3-Hydroxybenzoic acid"
"FGFR3"	"Glycine"
"FGFR3"	"Glycerin"
"FGFR3"	"Hydroquinone"
"FGFR3"	"2-Acetoxypropanoic acid"
"FGFR3"	"Valeric acid"
"FGFR3"	"Leucylproline"
"FGFR3"	"DL-Norvaline"
"FGFR3"	"2-Methylbutanoic acid"
"FGFR3"	"3-Hydroxyphenethyl alcohol"
"FGFR3"	"L-Leucic acid"
"FGFR3"	"D-Methionine"
"FGFR3"	"Pipecolic acid"
"FGFR3"	"DL-Tartaric acid"
"FGFR3"	"Caproic Acid"
"FGFR3"	"O-Desmethylangolensin"
"FGFR3"	"3-(3-Hydroxyphenyl)propanoic acid"
"FGFR3"	"Lactate"
"FGFR3"	"Equol"
"FGFR3"	"Melezitose"
"FGFR3"	"Indole-3-lactic acid"
"FGFR3"	"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one"
"FGFR3"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"FGFR3"	"Isoallolithocholic acid"
"FGFR3"	"D-Glucuronic Acid"
"FGFR3"	"(R)-3-(4-Hydroxyphenyl)lactate"
"FGFR3"	"3-(2,4-Dihydroxyphenyl)propanoic acid"
"FGFR3"	"Oxalacetic acid"
"FGFR3"	"Citrulline"
"FGFR3"	"5-OH-Equol"
"FGFR3"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"FGFR3"	"Dihydrogenistein"
"FGFR3"	"Palmitic Acid"
"FGFR3"	"Ethyl phenyllactate, (-)-"
"FGFR3"	"Lithocholic acid"
"FGFR3"	"Protopanaxadiol"
"FGFR3"	"Phenylacetic Acid"
"FGFR3"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"FGFR3"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"FGFR3"	"(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"FGFR3"	"(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"FGFR3"	"(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"FGFR3"	"(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"FGFR3"	"(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"FGFR3"	"(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"FGFR3"	"IRS-mediated signalling"
"FGFR3"	"IRS-related events triggered by IGF1R"
"FGFR3"	"Insulin receptor signalling cascade"
"FGFR3"	"IGF1R signaling cascade"
"FGFR3"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"FGFR3"	"Signaling by Insulin receptor"
"FGFR3"	"PI3K/AKT Signaling in Cancer"
"FGFR3"	"PIP3 activates AKT signaling"
"FGFR3"	"RAF/MAP kinase cascade"
"FGFR3"	"MAPK1/MAPK3 signaling"
"FGFR3"	"MAPK family signaling cascades"
"FGFR3"	"Disease"
"FGFR3"	"Signal Transduction"
"FGFR3"	"MAPK signaling pathway"
"FGFR3"	"Calcium signaling pathway"
"FGFR3"	"PI3K-Akt signaling pathway"
"MDD"	"MAPK signaling pathway"
"MDD"	"Calcium signaling pathway"
"MDD"	"PI3K-Akt signaling pathway"
"MDD"	"IRS-mediated signalling"
"MDD"	"PIP3 activates AKT signaling"
"MDD"	"Signal Transduction"
"MDD"	"Disease"
"MDD"	"PI3K/AKT Signaling in Cancer"
"MDD"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"MDD"	"IGF1R signaling cascade"
"MDD"	"IRS-related events triggered by IGF1R"
"MDD"	"RAF/MAP kinase cascade"
"MDD"	"MAPK family signaling cascades"
"MDD"	"MAPK1/MAPK3 signaling"
"MDD"	"Insulin receptor signalling cascade"
"MDD"	"Signaling by Insulin receptor"
"Oscillibacter"	"MDD"
"Lachnospiraceae"	"MDD"
"Alistipes"	"MDD"
"Faecalibacterium"	"MDD"
"Parabacteroides"	"MDD"
"Roseburia"	"MDD"
"Prevotella"	"MDD"
"Blautia"	"MDD"
"Phascolarctobacterium"	"MDD"
"Bacteroides"	"MDD"
"Ruminococcus"	"MDD"
"Parasutterella"	"MDD"
"Dialister"	"MDD"
"Bifidobacterium"	"MDD"
"Lactobacillus"	"MDD"
"Coprococcus"	"MDD"
"Clostridium"	"MDD"
"Sutterella"	"MDD"
"Anaerostipes"	"MDD"
"Veillonella"	"MDD"
"Streptococcus"	"MDD"
"Eggerthella"	"MDD"
"Eubacterium"	"MDD"
"Bifidobacteriaceae"	"MDD"
"Alistipes"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Alistipes"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Alistipes"	"Isoallolithocholic acid"
"Alistipes"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"Alistipes"	"Isovaleric acid"
"Alistipes"	"Succinate"
"Alistipes"	"Trimethylamine oxide"
"Anaerostipes"	"Butyrate"
"Bacteroides"	"2'-Deoxyguanosine"
"Bacteroides"	"2'-Deoxyinosine"
"Bacteroides"	"2-Methylbutyrate"
"Bacteroides"	"3-Hydroxy-2-methylbutanoic acid"
"Bacteroides"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Bacteroides"	"5-Methoxyindole-3-acetic acid"
"Bacteroides"	"Arachidonic Acid"
"Bacteroides"	"Coumarin"
"Bacteroides"	"DL-Aspartic acid"
"Bacteroides"	"Hexanoate"
"Bacteroides"	"Indole-3-lactic acid"
"Bacteroides"	"Isoallolithocholic acid"
"Bacteroides"	"Isobutyric acid"
"Bacteroides"	"Isovalerate"
"Bacteroides"	"l-Isoleucine"
"Bacteroides"	"Melezitose"
"Bacteroides"	"Methionine"
"Bacteroides"	"Oxalacetic acid"
"Bacteroides"	"Palmitoylethanolamide"
"Bacteroides"	"Pantothenic Acid"
"Bacteroides"	"Propionate"
"Bacteroides"	"Succinate"
"Bacteroides"	"Thymine"
"Bacteroides"	"Xanthine"
"Bacteroides"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Bacteroides"	"4-Pyridoxic acid"
"Bacteroides"	"DL-Tartaric acid"
"Bacteroides"	"Ethyl phenyllactate, (-)-"
"Bacteroides"	"Equol"
"Bacteroides"	"Genipin"
"Bacteroides"	"Secoisolariciresinol"
"Bacteroides"	"Quercetin"
"Bacteroides"	"Isoquercetin"
"Bacteroides"	"3,4-Dihydroxybenzoic acid"
"Bacteroides"	"Hydroxyquercitrin"
"Bacteroides"	"Aglycone"
"Bacteroides"	"Norathyriol"
"Bacteroides"	"20(R)-Ginsenoside Rh2"
"Bacteroides"	"Ginsenoside Rh2"
"Bacteroides"	"Protopanaxadiol"
"Bacteroides"	"(20S)-Protopanaxadiol"
"Bacteroides"	"Asparagine"
"Bacteroides"	"Cysteine"
"Bacteroides"	"Cystine"
"Bacteroides"	"DL-Alanine"
"Bacteroides"	"Glutathione"
"Bacteroides"	"Histidine"
"Bacteroides"	"Lactate"
"Bifidobacteriaceae"	"3,4-Dihydroxybenzoic acid"
"Bifidobacteriaceae"	"4-Hydroxybenzoic acid"
"Bifidobacterium"	"(R)-(+)-Lactamide"
"Bifidobacterium"	"1-O-Caffeoylglycerol"
"Bifidobacterium"	"2'-Deoxyinosine"
"Bifidobacterium"	"3-(1H-indol-3-yl)propanoate"
"Bifidobacterium"	"3-(3-Hydroxyphenyl)propanoic acid"
"Bifidobacterium"	"3-Hydroxyphenethyl alcohol"
"Bifidobacterium"	"6-[(4R,5S)-5-methyl-2-oxoimidazolidin-4-yl]hexanoic acid"
"Bifidobacterium"	"7-Aminoheptanoic acid"
"Bifidobacterium"	"Allocholic acid"
"Bifidobacterium"	"Caffeic Acid"
"Bifidobacterium"	"D-Methionine"
"Bifidobacterium"	"Dihydrocaffeic acid"
"Bifidobacterium"	"DL-Norvaline"
"Bifidobacterium"	"Folic Acid"
"Bifidobacterium"	"Lactate"
"Bifidobacterium"	"Leucylproline"
"Bifidobacterium"	"Methionine"
"Bifidobacterium"	"n,n,n-Trimethyllysine"
"Bifidobacterium"	"N-acetylornithine"
"Bifidobacterium"	"N-acetylputrescine"
"Bifidobacterium"	"Phenylacetic Acid"
"Bifidobacterium"	"Propylene Glycol"
"Bifidobacterium"	"Trimethylamine oxide"
"Bifidobacterium"	"Butyrate"
"Bifidobacterium"	"Daidzein"
"Bifidobacterium"	"Genistein"
"Bifidobacterium"	"Glycitein"
"Bifidobacterium"	"Kaempferol"
"Bifidobacterium"	"Quinic acid"
"Bifidobacterium"	"Equol"
"Bifidobacterium"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"Bifidobacterium"	"Lacto-N-tetraose"
"Bifidobacterium"	"Ponciretin"
"Bifidobacterium"	"Quercetin"
"Bifidobacterium"	"Arctigenin"
"Bifidobacterium"	"Genipin"
"Bifidobacterium"	"Ginsenoside Rd"
"Bifidobacterium"	"Hydroquinone"
"Bifidobacterium"	"Loganetin"
"Bifidobacterium"	"Aglycone"
"Blautia"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Blautia"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Blautia"	"Alanine"
"Blautia"	"Butyrate"
"Blautia"	"Glycine"
"Blautia"	"l-Isoleucine"
"Blautia"	"Leucine"
"Blautia"	"Proline"
"Blautia"	"Serine"
"Blautia"	"Trimethylamine oxide"
"Blautia"	"Lactate"
"Blautia"	"2,3-Bis(3,4-dihydroxybenzyl)butyrolactone"
"Blautia"	"Enterodiol"
"Blautia"	"Equol"
"Blautia"	"Apigenin"
"Blautia"	"Chrysin"
"Clostridium"	"4-Hydroxybenzoic acid"
"Clostridium"	"Acetyl phosphate(2-)"
"Clostridium"	"Butyrate"
"Clostridium"	"Pyruvate"
"Clostridium"	"3-Indolepropionic acid"
"Clostridium"	"Propionate"
"Clostridium"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Clostridium"	"Ethyl phenyllactate, (-)-"
"Clostridium"	"Secoisolariciresinol"
"Clostridium"	"6'-Hydroxy-O-desmethylangolensin"
"Clostridium"	"O-Desmethylangolensin"
"Clostridium"	"2,4-Dioxopentanedioic acid"
"Clostridium"	"Dihydrodaidzein"
"Clostridium"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"Clostridium"	"2-hydroxy-3-(5-hydroxy-1H-indol-3-yl)propanoic acid"
"Clostridium"	"3-(3,4-Dihydroxyphenyl)-2-hydroxypropanoic acid"
"Clostridium"	"3-(4-Hydroxyphenyl)propionic acid"
"Clostridium"	"3-Phenylpropionic acid"
"Clostridium"	"Dihydrocaffeic acid"
"Clostridium"	"Indole-3-lactic acid"
"Clostridium"	"L-ornithine"
"Coprococcus"	"3-Indolepropionic acid"
"Coprococcus"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Coprococcus"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Coprococcus"	"D-Xylose"
"Coprococcus"	"Creatine"
"Dialister"	"Arachidonic Acid"
"Dialister"	"DL-Tartaric acid"
"Dialister"	"N-Acetyl-L-aspartic acid"
"Dialister"	"Propionate"
"Eggerthella"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Eggerthella"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"Eggerthella"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"Eggerthella"	"3-(3',4'-Dihydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"Eggerthella"	"5-hydroxy-1H-imidazole-4-carboxamide"
"Eggerthella"	"Enterodiol"
"Eggerthella"	"Equol"
"Eggerthella"	"Lariciresinol"
"Eggerthella"	"Secoisolariciresinol"
"Eggerthella"	"1,3-Diphenylpropan-2-ol"
"Eubacterium"	"3-Hydroxybenzoic acid"
"Eubacterium"	"3-Indolepropionic acid"
"Eubacterium"	"4-Hydroxybenzoic acid"
"Eubacterium"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Eubacterium"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Eubacterium"	"Butyrate"
"Eubacterium"	"Lithocholic acid"
"Eubacterium"	"6,7,4'-Trihydroxyisoflavone"
"Eubacterium"	"8-Prenylnaringenin"
"Eubacterium"	"Daidzein"
"Eubacterium"	"Dihydroglycitein"
"Eubacterium"	"Genistein"
"Eubacterium"	"Propionate"
"Eubacterium"	"2-(4-Hydroxyphenyl)propionic acid, (2S)-"
"Eubacterium"	"3,4-Dihydroxyphenylacetic acid"
"Eubacterium"	"3-(4-Hydroxyphenyl)propionic acid"
"Eubacterium"	"3-Hydroxy-4-methoxybenzenepropanoic acid"
"Eubacterium"	"4-Hydroxyphenylacetic acid"
"Eubacterium"	"5,7-Dihydroxy-2-(4-hydroxyphenyl)chroman-4-one"
"Eubacterium"	"Dihydrocaffeic acid"
"Eubacterium"	"Hesperetin dihydrochalcone"
"Eubacterium"	"Naringenin chalcone"
"Eubacterium"	"O-Desmethylangolensin"
"Eubacterium"	"Phloretin"
"Eubacterium"	"Phloroglucinol"
"Eubacterium"	"Enterodiol"
"Eubacterium"	"(20S)-Protopanaxadiol"
"Eubacterium"	"Ginsenoside Rh2"
"Faecalibacterium"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Faecalibacterium"	"2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
"Faecalibacterium"	"3-Indolepropionic acid"
"Faecalibacterium"	"Bile acid"
"Faecalibacterium"	"Butyrate"
"Faecalibacterium"	"D-Glucuronic Acid"
"Faecalibacterium"	"D-Lactic acid"
"Faecalibacterium"	"Dihydrocaffeic acid"
"Faecalibacterium"	"Histidine"
"Faecalibacterium"	"Hypoxanthine"
"Faecalibacterium"	"Palmitic Acid"
"Faecalibacterium"	"Tryptamine"
"Lachnospiraceae"	"3-Indolepropionic acid"
"Lachnospiraceae"	"Trimethylamine oxide"
"Lactobacillus"	"Butyrate"
"Lactobacillus"	"Trimethylamine oxide"
"Lactobacillus"	"Caffeic Acid"
"Lactobacillus"	"Quinic acid"
"Oscillibacter"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Oscillibacter"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Oscillibacter"	"Indoxyl sulfate"
"Oscillibacter"	"p-Cresol glucuronide"
"Oscillibacter"	"p-Cresol sulfate"
"Oscillibacter"	"Trimethylamine oxide"
"Parabacteroides"	"2'-Deoxyguanosine"
"Parabacteroides"	"2'-Deoxyinosine"
"Parabacteroides"	"3-Hydroxy-2-methylbutanoic acid"
"Parabacteroides"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Parabacteroides"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Parabacteroides"	"5-Methoxyindole-3-acetic acid"
"Parabacteroides"	"Coumarin"
"Parabacteroides"	"DL-Aspartic acid"
"Parabacteroides"	"Gondoic Acid"
"Parabacteroides"	"Indole-3-lactic acid"
"Parabacteroides"	"Isoallolithocholic acid"
"Parabacteroides"	"Linoleic Acid"
"Parabacteroides"	"Melezitose"
"Parabacteroides"	"Methionine"
"Parabacteroides"	"Myristic Acid"
"Parabacteroides"	"Oleic Acid"
"Parabacteroides"	"Palmitic Acid"
"Parabacteroides"	"Palmitoleic Acid"
"Parabacteroides"	"Palmitoylethanolamide"
"Parabacteroides"	"Pantothenic Acid"
"Parabacteroides"	"Thymine"
"Parabacteroides"	"Xanthine"
"Parabacteroides"	"Bile acid"
"Parabacteroides"	"DL-Tartaric acid"
"Parabacteroides"	"Kaempferol"
"Parabacteroides"	"Secoisolariciresinol"
"Parabacteroides"	"Succinate"
"Parasutterella"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Parasutterella"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Parasutterella"	"Propionate"
"Phascolarctobacterium"	"4-Methylpentanoic acid"
"Phascolarctobacterium"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Phascolarctobacterium"	"Butyrate"
"Phascolarctobacterium"	"Caproic Acid"
"Phascolarctobacterium"	"Isobutyric acid"
"Phascolarctobacterium"	"Phenylalanine"
"Phascolarctobacterium"	"Propionate"
"Phascolarctobacterium"	"Serine"
"Phascolarctobacterium"	"Valeric acid"
"Prevotella"	"2-Methylbutyrate"
"Prevotella"	"Doconexent"
"Prevotella"	"Hexanoate"
"Prevotella"	"Isobutyric acid"
"Prevotella"	"Isovalerate"
"Prevotella"	"l-Isoleucine"
"Prevotella"	"Asparagine"
"Roseburia"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Roseburia"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Roseburia"	"Butyrate"
"Roseburia"	"Trimethylamine oxide"
"Roseburia"	"Propionate"
"Ruminococcus"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Ruminococcus"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Ruminococcus"	"Alanine"
"Ruminococcus"	"Deoxycholic Acid"
"Ruminococcus"	"Glycine"
"Ruminococcus"	"l-Isoleucine"
"Ruminococcus"	"Leucine"
"Ruminococcus"	"Proline"
"Ruminococcus"	"Serine"
"Ruminococcus"	"Ursodiol"
"Ruminococcus"	"4-Pyridoxic acid"
"Ruminococcus"	"DL-Tartaric acid"
"Ruminococcus"	"Glycerin"
"Ruminococcus"	"Propionate"
"Ruminococcus"	"Succinate"
"Streptococcus"	"L-Leucic acid"
"Streptococcus"	"Equol"
"Streptococcus"	"5-hydroxy-1H-imidazole-4-carboxamide"
"Streptococcus"	"Butyrate"
"Streptococcus"	"Baohuoside I"
"Sutterella"	"4-Methylpentanoic acid"
"Sutterella"	"Caproic Acid"
"Sutterella"	"Isobutyric acid"
"Sutterella"	"Isovaleric acid"
"Sutterella"	"Propionate"
"Sutterella"	"Valeric acid"
"Veillonella"	"Propionate"
"Veillonella"	"Equol"
