pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_KRAS_SIGNALING_DN,0.08683473389355742,0.15506202480992398,0.25720646646883816,0.27372426197335076,1.1820993818476733,184,
HALLMARK_KRAS_SIGNALING_UP,0.09631728045325778,0.1660642766435479,0.24504178543099617,0.2734625320852254,1.1850173980994534,191,
HALLMARK_MITOTIC_SPINDLE,0.17737003058103976,0.2623411173514632,0.12625398784911535,-0.2771164659480913,-1.1356103206872707,197,
HALLMARK_MTORC1_SIGNALING,1.4711281344001514e-8,1.4711281344001515e-7,0.7477396631498854,0.46169960894573187,2.0127506369351256,199,
HALLMARK_MYC_TARGETS_V1,1.7706230123476464e-19,4.4265575308691156e-18,1.142191202168377,0.5923245214858912,2.5822017926663485,199,
HALLMARK_MYC_TARGETS_V2,2.1840302500622862e-5,9.741542723430254e-5,0.5756102610711286,0.5561077072888662,1.9687743906024708,58,
HALLMARK_MYOGENESIS,0.058492195257878105,0.11248499088053482,0.3217759180753611,0.2823573019380574,1.2255045934718265,194,
HALLMARK_NOTCH_SIGNALING,0.7397590361445783,0.76177936612433,0.06863256318367258,0.26889857229223413,0.8486984798932857,32,
HALLMARK_OXIDATIVE_PHOSPHORYLATION,3.878263860021098e-34,1.939131930010549e-32,1.5161076018086452,0.6905182872384172,2.9994560699059405,200,
HALLMARK_P53_PATHWAY,1.8766511014593746e-4,6.702325362354909e-4,0.5188480777437918,0.3702912054427793,1.6142614053936364,199,
HALLMARK_PANCREAS_BETA_CELLS,0.16058394160583941,0.2509124087591241,0.1723243449009459,0.39210670257860886,1.246768705574468,34,
HALLMARK_PEROXISOME,3.516368300206849e-7,2.5116916430048923e-6,0.674962860011025,0.5251019084468977,2.0751699541854483,101,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,1.6699646081314585e-5,8.349823040657292e-5,0.5756102610711286,0.4780289997829915,1.8927839206449744,102,
HALLMARK_PROTEIN_SECRETION,2.2669391033008988e-4,7.556463677669663e-4,0.5188480777437918,0.4549554577047549,1.798001076204274,95,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0018082669533859429,0.005318432215841009,0.45505986738722953,0.5049918011012129,1.7524717872847975,48,
HALLMARK_SPERMATOGENESIS,0.004680150948557872,0.01170037737139468,0.40701791892395395,0.3609713916057439,1.4889841202987928,124,
HALLMARK_TGF_BETA_SIGNALING,0.4902439024390244,0.5700510493477028,0.0911073131586733,0.2767319528779298,0.977011409042966,54,
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.32061068702290074,0.41103934233705225,0.0886261133285098,-0.25730839320448706,-1.0516930314235482,194,
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,1.1473106666210934e-6,7.170691666381834e-6,0.6435518361507222,0.4923731755824475,1.9987557453717486,112,
HALLMARK_UV_RESPONSE_DN,0.014153387328234655,0.030768233322249247,0.3807304007227924,0.33352911385412176,1.3971526884147571,144,
HALLMARK_UV_RESPONSE_UP,5.785184785702222e-6,3.2139915476123455e-5,0.610526878385931,0.43097208795726294,1.8227411919598462,157,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.2564102564102564,0.35612535612535606,0.1372507796101328,0.33608152799322766,1.1160985739285219,42,
HALLMARK_XENOBIOTIC_METABOLISM,2.337970253623261e-5,9.741542723430254e-5,0.5756102610711286,0.3915073157989114,1.6996568066841427,196,
