pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HALLMARK_MYC_TARGETS_V2,0.43874643874643876,0.541421362489487,0.10714023727672473,0.2765767991366608,1.0116486091373105,58,
HALLMARK_MYOGENESIS,0.22164276401564537,0.31663252002235054,0.10099058745592349,-0.283181914942895,-1.120540053301797,188,
HALLMARK_NOTCH_SIGNALING,0.14262820512820512,0.2161033411033411,0.14641623786055022,-0.4313632443488156,-1.288973533309622,32,
HALLMARK_OXIDATIVE_PHOSPHORYLATION,4.2772386708898e-4,0.0013366370846530624,0.49849310876659025,0.34172991476284015,1.5248854949094115,200,
HALLMARK_P53_PATHWAY,0.0011669460383829605,0.0030709106273235807,0.45505986738722953,-0.3777507907804695,-1.4973809105856684,191,
HALLMARK_PANCREAS_BETA_CELLS,0.4805194805194805,0.5720470006184292,0.07045008506584192,-0.3374392788194781,-0.9964444414037342,31,
HALLMARK_PEROXISOME,0.9523809523809523,0.9523809523809523,0.06977925170762346,0.19239908332066794,0.7834677385013248,100,
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.5887573964497042,0.6488846360863585,0.05617665863071758,-0.2595443975312315,-0.9416389395969013,98,
HALLMARK_PROTEIN_SECRETION,0.001464627602861743,0.0036615690071543573,0.45505986738722953,0.39288017561417676,1.572786187913553,94,
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.5166402535657686,0.6007444808904286,0.06568136019340105,-0.29549526070009635,-0.9601535538212891,47,
HALLMARK_SPERMATOGENESIS,0.13157894736842105,0.20559210526315788,0.22496609354031374,0.27613544821276614,1.1517970536567017,113,
HALLMARK_TGF_BETA_SIGNALING,0.5865237366003063,0.6488846360863585,0.05797547575714859,-0.2783276710577538,-0.9257129631973833,53,
HALLMARK_TNFA_SIGNALING_VIA_NFKB,7.645966538520543e-30,3.8229832692602718e-28,1.417275902636069,-0.6858686551109631,-2.71874118174664,191,
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.26973684210526316,0.35491689750692523,0.15315880868307333,0.2597846702359479,1.0803763001900304,111,
HALLMARK_UV_RESPONSE_DN,3.1363663494225167e-4,0.0011201308390794704,0.49849310876659025,-0.4298015133222812,-1.641351533603499,144,
HALLMARK_UV_RESPONSE_UP,0.01508389450898085,0.027933137979594166,0.3807304007227924,-0.3602618782047977,-1.3886244943644441,154,
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.8691099476439791,0.9053228621291449,0.06479433660007268,0.2275074371884014,0.7865558589473783,41,
HALLMARK_XENOBIOTIC_METABOLISM,0.0010179996081327747,0.0028277766892577075,0.45505986738722953,-0.38856320742663164,-1.5286780672877014,178,
